;word;frequency;category;;Colors
1233;pr;95;;;
1235;summer;95;;;
1236;portsmouth;95;;;
1237;taxpayer;95;;;
1238;secretary;94;;;
1239;majority;94;;;
1240;fo;94;;;
1241;survey;94;;;
1243;speaker;94;;;
1245;yr;94;;;
1246;employee;94;;;
1247;mask;94;;;
1248;radio;93;;;
1249;quickly;93;;;
1250;vast;93;;;
1251;recently;93;;;
1252;ad;93;;;
1253;cross;93;;;
1254;repair;93;;;
1255;exploit;93;;;
1256;corner;93;;;
1257;behaviour;93;;;
1258;physical;93;;;
1259;electricity;93;;;
1260;entrance;93;;;
1261;scheme;93;;;
1262;introduce;93;;;
1263;afternoon;93;;;
1264;ruabon_hightown;93;;;
1265;brexit;92;;;
1266;glue;92;;;
1269;fully;92;;;
1271;hope_caiapark;92;;;
1272;court_appeal;92;;;
1274;path;91;;;
1275;historic;91;;;
1276;elect;91;;;
1277;enter;91;;;
1279;depend;91;;;
1280;recommend;91;;;
1281;artist;91;;;
1282;shock;91;;;
1283;petrol;91;;;
1284;spring;91;;;
1286;annual;90;;;
1287;housing;90;;;
1288;proposal;90;;;
1289;agriculture;90;;;
1290;friday_th;90;;;
1291;request;90;;;
1292;tellthetruth_actnow;89;;;
1293;harm;89;;;
1294;wellbeing;89;;;
1295;option;89;;;
1296;rewilde;89;;;
1297;breaking;89;;;
1298;protector;89;;;
1299;pavement;89;;;
1300;wreck;89;;;
1301;pause;89;;;
1303;striker;88;;;
1304;yo;88;;;
1308;product;88;;;
1309;clearly;88;;;
1312;earlier;88;;;
1313;express;88;;;
1314;totally;88;;;
1315;serve;88;;;
1316;sun;88;;;
1317;pls;88;;;
1319;similar;88;;;
1320;gwersyllt_bangorondee;88;;;
1321;adult;88;;;
1322;peat;88;;;
1323;announcement;88;;;
1326;trend;87;;;
1327;european;87;;;
1328;rail;87;;;
1329;deserve;87;;;
1330;position;87;;;
1331;electric;87;;;
1332;compare;87;;;
1334;figure;87;;;
1335;approve;87;;;
1336;negotiation;87;;;
1337;inequality;87;;;
1338;postpone;87;;;
1339;golf_course;87;;;
1340;husting;86;;;
1341;crucial;86;;;
1342;supporter;86;;;
1344;la;86;;;
1345;implement;86;;;
1346;chichester;86;;;
1348;surrey_county;86;;;
1350;brymbo_rhosddu;86;;;
1353;significant;85;;;
1354;body;85;;;
1355;clothe;85;;;
1357;min;85;;;
1358;tv;85;;;
1359;concerned;85;;;
1360;faster;85;;;
1361;apply;85;;;
1362;drax;85;;;
1363;uk_govt;85;;;
1364;black;84;;;
1365;application;84;;;
1366;ipcc;84;;;
1367;afford;84;;;
1369;midst;84;;;
1370;didn_t;84;stopword;;
1371;direction;84;;;
1372;ex;84;;;
1373;italy;84;;;
1375;bicycle;83;;;
1376;exciting;83;;;
1377;repeat;83;;;
1378;gdp;83;;;
1379;donation;83;;;
1380;ppl;83;;;
1381;dm;83;;;
1382;thi;83;;;
1383;adapt;83;;;
1384;particularly;83;;;
1385;shareholder;83;;;
1386;brand;82;;;
1387;madrid;82;;;
1388;boris;82;;;
1389;analysis;82;;;
1390;grass;82;;;
1391;ability;82;;;
1392;wildfire;82;;;
1393;resilience;82;;;
1394;sacrifice;82;;;
1395;generalelection;81;;;
1396;methane;81;;;
1397;argue;81;;;
1398;pic;81;;;
1399;battle;81;;;
1400;unfortunately;81;;;
1401;rewilding;81;;;
1402;october;81;;;
1403;super;81;;;
1404;describe;81;;;
1406;object;81;;;
1407;mitigate;81;;;
1408;security;81;;;
1409;adani;81;;;
1410;relationship;81;;;
1411;bradley_cefnmawr;81;;;
1412;flower;81;;;
1415;participate;80;;;
1418;gov;80;;;
1420;influence;80;;;
1421;direct;80;;;
1422;pub;80;;;
1423;quick;80;;;
1424;ne;80;;;
1425;authority;80;;;
1426;resolution;80;;;
1427;cefnybedd_marchwiel;80;;;
1428;km;80;;;
1429;generate;79;;;
1430;globally;79;;;
1431;westminster;79;;;
1432;directly;79;;;
1434;city_airport;79;;;
1436;gift;79;;;
1438;mutual_aid;79;;;
1439;fashion;79;;;
1440;virtual;79;;;
1441;distance;79;;;
1442;shoe;79;;;
1443;chaos;78;;;
1444;ukog;78;;;
1445;severe;78;;;
1446;peter;78;;;
1447;theme;78;;;
1448;wednesday_th;78;;;
1449;scottish;78;;;
1450;useful;78;;;
1452;perfect;78;;;
1453;mistake;78;;;
1456;closedforgood;78;;;
1457;baby;77;;;
1458;attack;77;;;
1459;journalist;77;;;
1460;canada;77;;;
1463;commission;77;;;
1464;city_centre;77;;;
1465;foot;77;;;
1467;app;77;;;
1468;range;77;;;
1470;reading;77;;;
1471;parking;77;;;
1472;opinion;77;;;
1473;silence;77;;;
1474;woke;76;;;
1475;exercise;76;;;
1476;google;76;;;
1477;throw;76;;;
1478;appreciate;76;;;
1479;hopefully;76;;;
1480;possibly;76;;;
1482;county_hall;76;;;
1483;cheap;76;;;
1484;round;76;;;
1485;sydney;76;;;
1486;download;76;;;
1487;fellow;76;;;
1488;frontline;76;;;
1489;branch;76;;;
1490;claire;76;;;
1491;stimulus;76;;;
1492;awesome;75;;;
1493;fake;75;;;
1494;capital;75;;;
1495;general_meeting;75;;;
1497;guest;75;;;
1498;officer;75;;;
1499;pull;75;;;
1500;racism;75;;;
1501;newspaper;75;;;
1502;sadly;75;;;
1503;regard;75;;;
1504;suppose;75;;;
1505;pedestrian;75;;;
1506;extract;75;;;
1507;southwark;75;;;
1509;hustings;74;;;
1510;rapid;74;;;
1511;planetary;74;;;
1512;headline;74;;;
1513;disabled;74;;;
1514;gmt;74;;;
1515;tear;74;;;
1517;newsletter;74;;;
1518;game;74;;;
1519;pack;74;;;
1520;alive;74;;;
1521;conservation;74;;;
1522;caergwrle_froncysyllte;74;;;
1523;divest_fossil;74;;;
1524;grief;74;;;
1525;pro;74;;;
1526;safely;74;;;
1527;extra;73;;;
1528;beauty;73;;;
1529;johnson;73;;;
1530;leed;73;;;
1531;platform;73;;;
1532;grant;73;;;
1533;harvil_road;73;;;
1534;excited;73;;;
1535;plus;73;;;
1536;ppm;73;;;
1537;colne_valley;73;;;
1538;trip;73;;;
1539;reply;73;;;
1540;refugee;73;;;
1541;feb;73;;;
1542;tanyfron_bersham;73;;;
1545;heatwave;73;;;
1548;tie;72;;;
1549;define;72;;;
1550;finish;72;;;
1551;pl;72;;;
1553;new_zealand;72;;;
1554;tool;72;;;
1556;topic;72;;;
1557;noise;72;;;
1558;county;72;;;
1559;lesson;72;;;
1560;defence;72;;;
1561;rhiwabon_ywaun;72;;;
1563;jp_morgan;72;;;
1564;saturday_th;71;;;
1565;definitely;71;;;
1566;asset;71;;;
1567;blow;71;;;
1569;brazilian;71;;;
1570;south_east;71;;;
1571;operate;71;;;
1572;yn;71;;;
1573;store;71;;;
1574;zone;71;;;
1575;terrible;71;;;
1576;michael;71;;;
1577;holt_gresford;71;;;
1578;parliament_square;71;;;
1579;isolation;71;;;
1580;red_rebel;70;;;
1581;extremely;70;;;
1582;alongside;70;;;
1583;beat;70;;;
1584;spain;70;;;
1585;song;70;;;
1586;appeal;70;;;
1588;certainly;70;;;
1589;quote;70;;;
1590;elite;70;;;
1591;effective;70;;;
1592;field;70;;;
1594;surely;70;;;
1595;educate;70;;;
1596;climat;70;;;
1597;connection;70;;;
1598;blackrock;70;;;
1599;planting;70;;;
1600;hub;70;;;
1601;admit;70;;;
1602;episode;70;;;
1604;vs;70;;;
1606;opposition;69;;;
1607;manifesto;69;;;
1608;race;69;;;
1609;denier;69;;;
1610;uganda;69;;;
1611;document;69;;;
1612;material;69;;;
1613;couple;69;;;
1614;acre;69;;;
1615;regional;69;;;
1616;open_cast;69;;;
1617;trafalgar_square;68;;;
1618;advertising;68;;;
1620;crowd;68;;;
1621;twitt;68;;;
1622;outcome;68;;;
1623;circle;68;;;
1624;thinking;68;;;
1625;shape;68;;;
1626;newham;68;;;
1627;sake;68;;;
1628;pour;68;;;
1629;argument;68;;;
1630;maintain;68;;;
1631;rage;68;;;
1632;marford_rossett;68;;;
1633;nvda;68;;;
1634;antarctica;68;;;
1636;shellthetruth;68;;;
1637;biomass;68;;;
1638;december;67;;;
1639;boost;67;;;
1641;royal;67;;;
1642;con;67;;;
1644;initiative;67;;;
1646;class;67;;;
1647;stall;67;;;
1648;heathrow_airport;67;;;
1649;scrap;67;;;
1650;capture;67;;;
1651;holiday;67;;;
1652;independent;67;;;
1653;stock;67;;;
1654;bst;67;;;
1655;combat;66;;;
1656;advance;66;;;
1657;media;66;;;
1658;county_council;66;;;
1659;rely;66;;;
1660;surround;66;;;
1661;racist;66;;;
1662;introduction;66;;;
1663;se;66;;;
1664;kingston;66;;;
1665;ditch;66;;;
1666;precious;66;;;
1667;performance;66;;;
1669;wo;66;;;
1670;colour;66;;;
1671;wi;66;;;
1672;discover;66;;;
1673;shropshire;66;;;
1674;resilient;66;;;
1676;valentine;66;;;
1677;valley;65;;;
1678;crop;65;;;
1679;seven;65;;;
1680;economist;65;;;
1681;beginning;65;;;
1682;dress;65;;;
1683;gain;65;;;
1684;amid;65;;;
1685;extend;65;;;
1686;al;65;;;
1687;smoke;65;;;
1688;pick;65;;;
1690;metre;65;;;
1692;writer;65;;;
1693;search;65;;;
1694;congo;65;;;
1695;fruit;65;;;
1698;star;64;;;
1699;style;64;;;
1700;waterloo_bridge;64;;;
1701;ship;64;;;
1702;tim;64;;;
1703;local_authority;64;;;
1704;george;64;;;
1706;victoria;64;;;
1707;hero;64;;;
1708;greed;64;;;
1709;award;64;;;
1710;african;64;;;
1712;temporary;64;;;
1713;crackley_wood;64;;;
1714;shoot;64;;;
1715;ou;64;;;
1716;silent;64;;;
1717;charity;64;;;
1718;contract;64;;;
1720;aren_t;64;stopword;;
1721;glad;64;;;
1722;documentary;64;;;
1723;joy;64;;;
1724;tiny;64;;;
1725;axedrax;64;;;
1726;platform_like;64;;;
1727;predict;63;;;
1728;moral;63;;;
1729;hate;63;;;
1730;credit;63;;;
1731;cold;63;;;
1733;consumer;63;;;
1734;contribution;63;;;
1735;hill;63;;;
1736;abandon;63;;;
1737;highly;63;;;
1738;dream;63;;;
1739;regular;63;;;
1741;civil;62;;;
1742;actual;62;;;
1743;signature;62;;;
1744;permission;62;;;
1745;sing;62;;;
1746;railway;62;;;
1747;tech;62;;;
1748;cool;62;;;
1749;demonstrate;62;;;
1750;honour;62;;;
1751;feeling;62;;;
1752;plenty;62;;;
1753;reflection;62;;;
1754;motion;62;;;
1755;wh;62;;;
1756;placard;62;;;
1757;indonesia;62;;;
1758;reef;62;;;
1759;bag;62;;;
1760;researcher;62;;;
1761;hs_ltd;62;;;
1764;management;61;;;
1765;representative;61;;;
1766;shout;61;;;
1767;aberdeen;61;;;
1768;gate;61;;;
1769;fr;61;;;
1770;northern;61;;;
1771;privilege;61;;;
1772;head_sand;61;;;
1773;sink;61;;;
1774;fish;61;;;
1776;era;61;;;
1777;jan;61;;;
1778;noon;61;;;
1779;butterfly;61;;;
1780;follower;61;;;
1784;actively;60;;;
1785;poison;60;;;
1787;ruling;60;;;
1788;utterly;60;;;
1789;dog;60;;;
1790;ton;60;;;
1791;surprise;60;;;
1792;item;60;;;
1793;david;60;;;
1794;establish;60;;;
1796;unique;60;;;
1797;hell;60;;;
1800;operation;60;;;
1801;quality;60;;;
1802;sticker;60;;;
1803;pose;60;;;
1804;madness;60;;;
1805;grab;60;;;
1806;ongoing;60;;;
1807;occupation;60;;;
1808;trial;60;;;
1809;screening;60;;;
1810;chalk;60;;;
1812;ambitious;59;;;
1813;sentence;59;;;
1814;v;59;stopword;;
1816;colleague;59;;;
1817;beach;59;;;
1818;negative;59;;;
1819;capacity;59;;;
1820;load;59;;;
1821;mad;59;;;
1822;cast;59;;;
1823;paint;59;;;
1824;civilisation;59;;;
1826;regulation;59;;;
1827;murdoch;59;;;
1828;rig;59;;;
1829;america;59;;;
1831;canadian;58;;;
1832;horsehill;58;;;
1833;aspect;58;;;
1834;sutton;58;;;
1835;singe;58;;;
1836;basically;58;;;
1837;globe;58;;;
1838;freedom;58;;;
1839;youthstrike;58;;;
1840;q_amp;58;stopword;;
1844;dance;58;;;
1846;courage;58;;;
1847;feedback;58;;;
1848;tha;58;;;
1849;peak;58;;;
1850;collect;58;;;
1851;mess;58;;;
1852;locally;58;;;
1853;th_february;58;;;
1855;bright;58;;;
1856;liveable;58;;;
1859;strength;57;;;
1860;modern;57;;;
1861;academic;57;;;
1862;banbury;57;;;
1863;sister;57;;;
1864;pa;57;;;
1865;reverse;57;;;
1866;isle_wight;57;;;
1867;abuse;57;;;
1868;short_film;57;;;
1869;medical;57;;;
1870;chain;57;;;
1871;lo;57;;;
1873;fri;57;;;
1874;spare;57;;;
1875;accuse;57;;;
1876;clim;57;;;
1877;haven_t;57;stopword;;
1880;corrupt;57;;;
1881;aid;57;;;
1882;tag;57;;;
1883;coast;57;;;
1884;wipe;57;;;
1885;broad;57;;;
1886;company_profit;57;;;
1887;felling;57;;;
1888;legal_challenge;57;;;
1890;willing;56;;;
1891;upcoming;56;;;
1892;ambition;56;;;
1893;paul;56;;;
1895;exhibition;56;;;
1897;systemic;56;;;
1898;resist;56;;;
1899;village;56;;;
1900;victory;56;;;
1901;horse_hill;56;;;
1903;professor;56;;;
1904;unnecessary;56;;;
1905;funder;56;;;
1906;lifetime;56;;;
1907;edinburgh;56;;;
1908;straight;56;;;
1909;potentially;56;;;
1910;rescue;56;;;
1911;anna;56;;;
1912;spray;56;;;
1913;chop;56;;;
1914;miner;56;;;
1915;crackley_woods;56;;;
1916;bind;55;;;
1917;ch;55;;;
1919;edge;55;;;
1920;pla;55;;;
1922;induction;55;;;
1923;yep;55;;;
1924;machine;55;;;
1925;girl;55;;;
1926;bold;55;;;
1927;grateful;55;;;
1929;urgently;55;;;
1930;sick;55;;;
1931;collaboration;55;;;
1932;youtube;55;;;
1933;doubt;55;;;
1935;learning;55;;;
1936;overnight;55;;;
1937;version;55;;;
1938;meadow;55;;;
1939;objection;55;;;
1940;founder;55;;;
1941;thrush;55;;;
1942;package;55;;;
1943;rethink;54;;;
1944;swarm;54;;;
1945;john;54;;;
1946;museum;54;;;
1947;cli;54;;;
1948;french;54;;;
1950;card;54;;;
1951;gathering;54;;;
1952;chippenham;54;;;
1953;sussex;54;;;
1954;wealthy;54;;;
1955;son;54;;;
1956;boat;54;;;
1957;thur;54;;;
1958;box;54;;;
1959;democratic;54;;;
1960;obvious;54;;;
1961;blood;54;;;
1962;th_jan;54;;;
1963;schedule;54;;;
1964;assume;54;;;
1966;bn;54;;;
1967;netherlands;54;;;
1968;valentine_day;54;;;
1970;guideline;54;;;
1971;thrush_thank;54;;;
1972;prayer;53;;;
1973;inform;53;;;
1974;ev;53;;;
1975;ac;53;;;
1976;rubbish;53;;;
1977;hide;53;;;
1978;library;53;;;
1979;central_london;53;;;
1980;institute;53;;;
1981;lay;53;;;
1982;pump;53;;;
1983;restriction;53;;;
1984;author;53;;;
1986;port;53;;;
1987;click;53;;;
1988;hole;53;;;
1989;climb;53;;;
1990;monthly;53;;;
1991;excuse;53;;;
1992;trojan_horse;53;;;
1994;drastic;52;;;
1996;meditation;52;;;
1997;brown;52;;;
1998;previously;52;;;
1999;li;52;;;
2000;intensive;52;;;
2001;permanent;52;;;
2002;drum;52;;;
2003;oak;52;;;
2004;secret;52;;;
2005;living;52;;;
2006;identify;52;;;
2007;reset;52;;;
2008;sale;52;;;
2009;meaningful;52;;;
2010;bailiff;52;;;
2011;elderly;52;;;
2012;secure;52;;;
2013;ab;52;;;
2014;mo;52;;;
2015;root;52;;;
2016;dry;52;;;
2017;equivalent;52;;;
2018;economic_system;52;;;
2019;knowledge;52;;;
2020;north_sea;52;;;
2021;quarter;52;;;
2022;purpose;52;;;
2023;wash;52;;;
2025;consume;52;;;
2026;previous;52;;;
2027;label;52;;;
2028;cambridgeshire;52;;;
2029;compost;52;;;
2030;shopping;51;;;
2031;cultural;51;;;
2032;sponsor;51;;;
2033;sponsorship;51;;;
2034;communicate;51;;;
2035;acknowledge;51;;;
2036;tactic;51;;;
2037;safeguard;51;;;
2038;chair;51;;;
2039;spirit;51;;;
2040;heavy;51;;;
2041;mexico;51;;;
2042;theatre;51;;;
2043;size;51;;;
2044;swap;51;;;
2046;quiet;51;;;
2047;rally;51;;;
2048;congratulation;51;;;
2049;rebuild;51;;;
2050;lt;51;;;
2051;intend;51;;;
2052;strange;51;;;
2053;tuesday_th;51;;;
2056;wouldn_t;51;stopword;;
2057;section;51;;;
2058;best;51;;;
2059;eg;51;;;
2060;advise;51;;;
2061;incinerator;51;;;
2062;le;51;;;
2063;david_attenborough;51;;;
2064;briton;51;;;
2066;sack;51;;;
2067;chancellor;51;;;
2068;zoom_meeting;51;;;
2070;axedraxnottree;51;;;
2071;wall;50;;;
2072;ma;50;;;
2073;footage;50;;;
2074;prof;50;;;
2075;sustain;50;;;
2077;tour;50;;;
2078;countryside;50;;;
2079;van;50;;;
2080;uni;50;;;
2081;harmful;50;;;
2082;artwork;50;;;
2083;mon;50;;;
2084;chris;50;;;
2085;havere;50;;;
2086;everyday;50;;;
2087;suggestion;50;;;
2088;decolonise;50;;;
2089;occur;50;;;
2090;lobbyist;50;;;
2091;kindness;50;;;
2092;continent;50;;;
2093;bank_england;50;;;
2094;reserve;50;;;
2095;degrowth;50;;;
2096;birthday;50;;;
2097;cruise;50;;;
2098;outside_parliament;50;;;
2099;educational;50;;;
2100;bradley_open;50;;;
2101;bird_nest;50;;;
2103;construction_worker;50;;;
2104;shutthesite;50;;;
2105;western;49;;;
2106;director;49;;;
2107;fragile;49;;;
2108;welsh;49;;;
2109;short_term;49;;;
2110;deadline;49;;;
2111;equal;49;;;
2112;leaflet;49;;;
2113;venue;49;;;
2114;messaging;49;;;
2115;meeting_house;49;;;
2116;department;49;;;
2117;heal;49;;;
2118;neighbourhood;49;;;
2119;guess;49;;;
2120;crew;49;;;
2121;dollar;49;;;
2122;territory;49;;;
2124;executive;49;;;
2125;sue;49;;;
2126;witness;49;;;
2127;uphold;49;;;
2128;hurt;49;;;
2129;bottle;49;;;
2130;mini;49;;;
2131;scary;49;;;
2132;mount;49;;;
2133;evict;49;;;
2134;ease;49;;;
2135;eve;48;;;
2136;context;48;;;
2137;cop_madrid;48;;;
2138;ecologist;48;;;
2139;taxis;48;;;
2140;chinese;48;;;
2141;entirely;48;;;
2142;bradford;48;;;
2143;import;48;;;
2144;tea;48;;;
2145;irresponsible;48;;;
2146;lambeth;48;;;
2147;sleep;48;;;
2148;engine;48;;;
2149;rare;48;;;
2150;confront;48;;;
2151;murder;48;;;
2152;tired;48;;;
2153;massively;48;;;
2154;block_road;48;;;
2155;peace;48;;;
2156;associate;48;;;
2157;multi;48;;;
2158;rock;48;;;
2159;engineer;48;;;
2160;ni;48;;;
2161;native;48;;;
2163;reform;48;;;
2164;cent;48;;;
2165;rupert_read;48;;;
2166;counter;48;;;
2167;sq;48;;;
2168;haven;48;;;
2169;valentinesday;48;;;
2170;constituency;47;;;
2171;cash;47;;;
2172;treatment;47;;;
2173;press_release;47;;;
2174;data;47;;;
2175;club;47;;;
2176;choke;47;;;
2177;bath;47;;;
2178;maker;47;;;
2179;apparently;47;;;
2180;twice;47;;;
2181;father;47;;;
2182;worcester;47;;;
2183;agency;47;;;
2184;monday_th;47;;;
2186;endorse;47;;;
2188;crash;47;;;
2189;coral;47;;;
2190;criticise;47;;;
2191;forever;47;;;
2192;income;47;;;
2193;delighted;47;;;
2194;high_court;47;;;
2195;accessible;47;;;
2196;refer;47;;;
2197;planning_application;47;;;
2198;th_january;47;;;
2199;relevant;47;;;
2200;universal;47;;;
2203;schlumberger;47;;;
2204;larch_maxey;47;;;
2205;symbol;46;;;
2206;norwich;46;;;
2207;underway;46;;;
2208;diversity;46;;;
2209;hedge;46;;;
2210;londoner;46;;;
2211;ba;46;;;
2212;live_stream;46;;;
2215;balance;46;;;
2216;science_clear;46;;;
2217;suv;46;;;
2218;flow;46;;;
2219;fb;46;;;
2221;protection_camp;46;;;
2222;stake;46;;;
2223;momentum;46;;;
2224;recommendation;46;;;
2225;tube;46;;;
2226;greenland;46;;;
2227;outreach;46;;;
2228;sight;46;;;
2230;worried;46;;;
2231;fresh;46;;;
2232;everybody;46;;;
2233;assault;46;;;
2234;apologise;46;;;
2235;motor;46;;;
2237;wet;46;;;
2238;draft;46;;;
2239;betray;46;;;
2240;infection;46;;;
2242;submit;45;;;
2243;combine;45;;;
2244;officially;45;;;
2245;stoph;45;;;
2246;domestic;45;;;
2247;glacier;45;;;
2248;scenario;45;;;
2249;copy;45;;;
2250;systemchange;45;;;
2251;overwhelm;45;;;
2252;till;45;;;
2253;shameful;45;;;
2254;voter;45;;;
2255;wellingborough;45;;;
2256;southern;45;;;
2257;dramatic;45;;;
2258;bradley;45;;;
2259;mare;45;;;
2260;pleased;45;;;
2261;su;45;;;
2262;wale;45;;;
2263;hourglass;45;;;
2264;display;45;;;
2265;correct;45;;;
2266;human_history;45;;;
2267;disappear;45;;;
2268;illustrate;45;;;
2269;fabulous;45;;;
2270;inclusive;45;;;
2273;crazy;45;;;
2274;factory;45;;;
2275;union;45;;;
2276;ally;45;;;
2277;ho;45;;;
2278;weekly_meeting;45;;;
2280;embrace;45;;;
2281;prop;45;;;
2282;poetry;45;;;
2283;veg;45;;;
2284;tragedy;45;;;
2285;hopeful;45;;;
2286;poem;44;;;
2287;existential;44;;;
2289;american;44;;;
2290;instal;44;;;
2291;heating;44;;;
2292;concentration;44;;;
2293;angry;44;;;
2294;plea;44;;;
2295;freeze;44;;;
2296;sound_alarm;44;;;
2297;mr;44;;;
2298;remarkable;44;;;
2299;strand;44;;;
2300;undermine;44;;;
2301;whale;44;;;
2302;suffolk;44;;;
2303;hastings;44;;;
2305;j;44;stopword;;
2306;ireland;44;;;
2307;rush;44;;;
2309;cheer;44;;;
2311;moor;44;;;
2312;ordinary_people;44;;;
2313;anger;44;;;
2314;career;44;;;
2315;professional;44;;;
2316;xry;44;;;
2317;terrifying;44;;;
2318;chase;44;;;
2319;tide;44;;;
2320;meal;44;;;
2321;peatland;44;;;
2322;permit;44;;;
2323;pretend;44;;;
2324;gas_rig;44;;;
2325;filter;44;;;
2326;dairy;44;;;
2329;wed;43;;;
2330;astonishing;43;;;
2331;aside;43;;;
2332;practical;43;;;
2333;runway;43;;;
2334;conclude;43;;;
2335;terrify;43;;;
2336;weston_super;43;;;
2337;particular;43;;;
2339;cease;43;;;
2340;advocate;43;;;
2341;memory;43;;;
2342;type;43;;;
2344;file;43;;;
2346;midland;43;;;
2348;exploration;43;;;
2349;misinformation;43;;;
2350;barrier;43;;;
2351;judgement;43;;;
2352;suit;43;;;
2354;rip;43;;;
2355;wage;43;;;
2359;amsterdam;43;;;
2360;trespass;43;;;
2362;trinity_college;43;;;
2363;internationalwomensday;43;;;
2364;denmark;42;;;
2365;experiment;42;;;
2366;dec;42;;;
2367;hang;42;;;
2368;trigger;42;;;
2369;endless;42;;;
2370;developer;42;;;
2371;op;42;;;
2373;belong;42;;;
2374;table;42;;;
2375;fox;42;;;
2376;quaker;42;;;
2377;brixton;42;;;
2378;underwater;42;;;
2379;absorb;42;;;
2380;senior;42;;;
2381;brink;42;;;
2382;boy;42;;;
2383;stance;42;;;
2384;mainstream;42;;;
2385;nick;42;;;
2386;left;42;;;
2387;trouble;42;;;
2388;delivery;42;;;
2389;inevitable;42;;;
2390;study_find;42;;;
2391;contain;42;;;
2392;lift;42;;;
2393;killer;42;;;
2394;town_centre;42;;;
2395;legislation;42;;;
2396;devastate;42;;;
2397;preserve;42;;;
2398;ofc;42;;;
2403;inspiration;41;;;
2404;factor;41;;;
2405;shortage;41;;;
2406;reclaim;41;;;
2407;align;41;;;
2408;ramp;41;;;
